Soma Surface,Number of Stems,Number of Bifurcations,Number of Branches,Overall Width,Overall Height,Overall Depth,Average Diameter,Total Length,Total Surface,Total Volume,Max Euclidean Distance,Max Path Distance,Max Branch Order,Average Contraction,Total Fragmentation,Partition Asymmetry,Average Rall's Ratio,Average Bifurcation Angle Local,Average Bifurcation Angle Remote,Fractal Dimension,Category
424.792,7,71,149,1219.75,1906.55,884.59,0.28,24130.2,21046.72,1895.783,2054.02,2663.55,18,0.83,18120,0.59,1.96,85.46,80.49,1.04,142
250317.8481,1,24,49,437.32,598.38,0,0.25,2390.89,1877.82,117.363,627.54,1484.35,16,0.95,4887,0.63,2,82.6,101.26,1.02,131
250317.8481,2,23,48,102.63,157.64,0,0.25,899.94,706.822,44.183,143,207.08,13,0.94,1893,0.68,2,90.51,84.03,1.03,131
250317.8481,2,3,8,35.83,321.55,0,0.25,413.03,324.392,20.273,187.2,199.72,4,0.94,941,0.75,2,83.8,96.75,1.02,131
250317.8481,1,5,11,267.66,121.13,0,0.25,707.71,555.832,34.743,175.24,494.93,5,0.89,956,0.8,2,46.87,33.33,1.04,131
250317.8481,1,8,17,113.15,370.46,0,0.25,903.11,709.32,44.333,409.95,477.02,5,0.93,1207,0.33,2,28.23,55.33,1.02,131
24753.62,16,37,90,503.87,913.17,0.05,1,9415.24,29578.82,7394.713,649.09,823.02,9,0.91,1566,0.55,2,76.67,78.76,1.02,125
250317.8481,2,10,22,99.53,354.26,0,0.25,707.32,555.532,34.723,255.61,284.91,7,0.96,1459,0.36,2,100.54,99.49,1.02,131
250317.8481,1,1,3,119.17,169.63,0,0.25,312.38,245.342,15.333,181.57,209.74,1,0.95,214,0,2,35.05,74.89,1.01,131
250317.8481,2,13,28,98.63,180.85,0,0.25,458.88,360.412,22.533,119.5,136.05,6,0.94,618,0.55,2,70.59,96.21,1.02,131
250317.8481,2,3,8,98.89,316.77,0,0.25,504.66,396.362,24.773,231.78,263.32,3,0.92,674,0.33,2,60.29,65.72,1.02,131
250317.8481,2,6,14,124.13,262.97,0,0.25,651.12,511.392,31.963,232.59,266.47,5,0.94,451,0.62,2,68.58,69.34,1.02,131
250317.8481,2,3,8,65.56,188.64,0,0.25,383.06,300.852,18.83,116.26,133.62,3,0.93,793,0.25,2,90.11,111.3,1.03,131
250317.8481,1,23,47,129.77,201.54,0,0.25,495.19,388.922,24.313,143.08,229.01,9,0.95,1010,0.57,2,87.38,92.25,1.03,131
250317.8481,2,1,4,148.8,421.2,0,0.25,808.97,635.362,39.713,261.23,396.38,2,0.88,1088,0.5,2,83.34,138.45,1.02,131
250317.8481,2,7,16,321.44,926.16,0,0.25,1937.95,1522.062,95.133,935.8,1073.4,7,0.95,3885,0.69,2,128.36,113.4,1.02,131
250317.8481,2,18,38,125.66,190.6,0,0.25,644.82,506.442,31.653,192.14,247.72,11,0.93,445,0.62,2,42.35,79.03,1.02,131
496.482,7,36,79,360.16,385.4,248.08,0.54,7868.93,13712.42,2256.693,314.68,415.15,7,0.86,5595,0.52,1.82,68.87,60.92,1.04,142
250317.8481,2,12,26,189.51,317.45,0,0.25,1066.5,837.632,52.353,270.02,359.27,8,0.91,2176,0.66,2,80.52,97.94,1.04,131
4423.762,4,24,52,423.94,816.22,1.37,1,4369.46,13727.12,3431.763,613.58,738.14,9,0.94,787,0.59,2,74.13,71.35,1.01,125
250317.8481,1,1,3,18.59,199.76,0,0.25,253.79,199.332,12.463,211.53,239.86,1,0.89,345,0,2,0.5,136.61,1.03,131
250317.8481,2,4,10,23.78,340.88,0,0.25,460.84,361.942,22.623,358.27,384.54,5,0.9,337,0.8,2,61.39,118.3,1.02,131
250317.8481,2,3,8,34.94,69.26,0,0.25,149.97,117.792,7.363,60.41,70.72,3,0.94,106,0.33,2,97.46,130.54,1.03,131
250317.8481,2,4,10,92.78,567.49,0,0.25,844.06,662.922,41.433,328.8,364.28,5,0.94,1638,0.8,2,103.97,105.62,1.03,131
250317.8481,2,13,28,243.38,374.8,0,0.25,1260.8,990.232,61.893,297.13,498.55,9,0.94,1531,0.63,2,56.73,69.07,1.02,131
250317.8481,2,2,6,80.77,747.71,0,0.25,936.75,735.722,45.983,753.07,834.13,3,0.95,2062,0.67,2,118.07,105.99,1.02,131
250317.8481,2,2,6,85.4,401.29,0,0.25,591.79,464.792,29.053,386.52,514.67,3,0.88,806,0.67,2,83.56,128.77,1.02,131
250317.8481,2,9,20,23.21,211.3,0,0.25,366.06,287.52,17.973,173.7,189.66,6,0.94,761,0.71,2,31.5,89.39,1.03,131
250317.8481,2,6,14,109.44,165.36,0,0.25,540.54,424.542,26.533,127.59,232.4,6,0.9,1106,0.62,2,78.46,103.28,1.03,131
250317.8481,1,20,41,154.89,310.69,0,0.25,859.42,674.992,42.193,223.45,277.09,13,0.95,1805,0.53,2,74.07,80.65,1.02,131
13681.22,2,5,12,252.02,888.05,0,1,1448.01,4549.072,1137.273,543.02,610.45,2,0.97,252,0.2,2,35.23,64.23,1.01,125
250317.8481,1,10,21,95.17,195.28,0,0.25,486.15,381.822,23.863,153.06,192.98,8,0.96,1010,0.63,2,81.02,75.74,1.02,131
250317.8481,2,16,34,157.57,357.91,0,0.25,1245.2,977.982,61.123,265.68,352.89,9,0.9,2694,0.66,2,54.96,86.85,1.03,131
250317.8481,1,6,13,148.66,320.65,0,0.25,921.47,723.722,45.233,203.46,801.02,6,0.88,601,0.83,2,115.58,117.19,1.04,131
250317.8481,2,4,10,220.86,560.01,0,0.25,1525.94,1198.472,74.93,416.87,1086.04,4,0.95,3229,0.4,2,134.49,129.61,1.02,131
250317.8481,1,21,43,86.53,166.63,0,0.25,770.19,604.912,37.813,136.15,183.8,10,0.91,1617,0.54,2,49.88,82.63,1.03,131
250317.8481,2,6,14,91.12,352.34,0,0.25,793.33,623.082,38.943,241.67,254.12,5,0.93,567,0.57,2,63.41,46.87,1.02,131
5515.412,5,15,35,780.11,975.59,2.35,1,6889.57,21644.22,5411.053,640.07,964.22,4,0.96,1260,0.56,2,72.59,61.15,1.01,125
39240.12,4,7,18,553.23,861.16,0,1,2958.92,9295.732,2323.933,609.34,793.51,4,0.96,480,0.48,2,53.72,79.74,1.01,125
250317.8481,2,12,26,83.52,302.23,0,0.25,752.04,590.652,36.923,191.04,291.1,9,0.93,1569,0.58,2,90.54,95.35,1.03,131
250317.8481,2,15,32,110.6,248.31,0,0.25,721.6,566.742,35.423,173.84,199.38,10,0.94,947,0.6,2,64.44,81.22,1.03,131
250317.8481,1,11,23,73.13,766.77,0,0.25,1059.03,831.762,51.993,715.75,773.97,8,0.95,2333,0.54,2,88.21,89.42,1.02,131
250317.8481,2,10,22,206.89,389.09,0,0.25,1206.72,947.762,59.233,283.74,554.48,9,0.94,2639,0.75,2,110.41,94.42,1.02,131
456.582,5,25,55,252.78,649.06,173.39,0.64,4911.21,9829.352,1700.063,522.76,599.73,8,0.9,3572,0.32,1.91,84.74,55.55,1.02,142
250317.8481,2,20,42,57.11,209.55,0,0.25,705.11,553.792,34.613,170.43,194.1,14,0.93,495,0.72,2,43.22,66.96,1.02,131
250317.8481,2,13,28,238.46,156.01,0,0.25,732.57,575.362,35.963,188.24,218.99,7,0.91,1045,0.53,2,27.94,74.66,1.03,131
250317.8481,2,7,16,50.93,462.01,0,0.25,693.52,544.692,34.043,318.88,345.88,7,0.95,455,0.69,2,61.06,84.8,1.02,131
250317.8481,1,181,363,228.92,369.49,0,0.25,3968.01,3116.472,194.783,292.86,452.01,36,0.95,8340,0.61,2,84.42,89.34,1.03,131
250317.8481,1,53,107,344.75,273.08,0,0.25,2272.74,1785.012,111.563,325.56,621.4,24,0.95,4711,0.67,2,97.37,94.4,1.03,131
10044.72,3,21,45,606.99,894.47,0,1,4210.71,13228.32,3307.093,646.44,671.09,7,0.95,760,0.7,2,63.27,73.36,1.01,125
250317.8481,2,15,32,123.44,429.33,0,0.25,1028.38,807.692,50.483,278.19,318.34,11,0.93,1383,0.73,2,60.7,56.98,1.02,131
101.522,4,2,8,19.71,76.89,15.94,1.75,142.45,790.312,357.213,69.07,96.87,2,0.89,59,0.5,2.1,91.05,96.59,1.04,144
250317.8481,1,2,5,23.02,48.71,0,0.25,99.9,78.462,4.93,52.27,58.74,2,0.94,71,0.5,2,0.45,27.43,1.02,131
250317.8481,1,14,29,140.07,223.52,0,0.25,880.25,691.342,43.213,197.95,229.13,8,0.95,1861,0.57,2,91.97,87.64,1.02,131
16001.72,2,24,50,593.05,778.26,0,1,5697.43,178992,4474.753,640.02,1275.23,14,0.96,1017,0.67,2,68.77,86.03,1.01,125
4063.312,9,22,53,479.42,1121.58,117.96,1.39,5666.28,28825.62,17292.33,977.44,1020.25,4,0.94,625,0.45,1.34,64.12,55.04,1.01,143
147242,6,59,124,639.36,846.09,0,1,9245.93,29046.92,7261.733,638.15,730.1,13,0.95,1643,0.66,2,65.92,69.61,1.01,125
250317.8481,1,6,13,79.52,407.85,0,0.25,718.49,564.32,35.273,299.86,392.66,5,0.91,1454,0.56,2,103.08,83.46,1.04,131
250317.8481,1,12,25,120.17,77.15,0,0.25,586.36,460.522,28.783,114.57,158.32,7,0.93,402,0.4,2,49.77,61.7,1.02,131
14760.62,8,36,80,418.1,931.58,0,1,6071.87,19075.32,4768.843,669.78,769.54,11,0.95,1064,0.57,2,57.7,59.47,1.01,125
593.92,3,0,3,5.79,70.96,21.4,2.07,98.89,649.262,354.553,62.29,69.58,0,0.86,39,0,0,0,0,1.05,144
250317.8481,1,1,3,37.08,231.97,0,0.25,303.69,238.522,14.913,246.17,255.74,1,0.96,450,0,2,0.65,54.9,1.01,131
250317.8481,2,56,114,130.41,362.76,0,0.25,2162.02,1698.042,106.133,399.22,531.73,17,0.93,4583,0.64,2,96.64,87.72,1.03,131
250317.8481,1,9,19,89.53,208.6,0,0.25,377.94,296.832,18.553,161.68,195.53,7,0.92,494,0.57,2,49.95,78.78,1.03,131
142.522,3,1,5,23.25,33.62,13.05,1.73,96.27,517.062,224.13,36.66,68.38,1,0.79,49,0,1.82,72.87,118.69,1.06,144
250317.8481,2,7,16,29.78,190.81,0,0.25,321.58,252.572,15.793,183.09,205.44,8,0.9,207,0.88,2,46.35,94.37,1.04,131
222.772,3,2,7,14.52,39.58,8.8,1.49,88.03,402.982,151.33,26.56,39.79,2,0.87,37,0.5,2.43,77.72,85.46,1.06,144
926.932,8,89,186,471.8,890.9,86.5,0.57,12422.1,22203.52,3772.053,865.6,948.43,13,0.87,10817,0.46,1.58,76.66,58.82,1.04,146
250317.8481,2,6,14,370.37,484.08,0,0.25,1162.88,913.322,57.083,524.4,629.83,5,0.92,2544,0.36,2,83.36,92.88,1.02,131
4000.592,4,3,10,380.49,897.1,0,1,1960.56,6159.32,1539.823,646.07,669.58,2,0.9,336,0.33,2,80.87,83.03,1.01,125
250317.8481,2,22,46,247.96,422.35,0,0.25,1973.77,1550.22,96.893,403.8,515.69,11,0.9,4195,0.57,2,58.63,61.92,1.04,131
24867.92,3,15,33,694.89,1035.82,0,1,5078.93,15955.92,3988.993,619.47,713.23,8,0.96,873,0.51,2,61.84,62.94,1.01,125
250317.8481,1,4,9,41.81,248.04,0,0.25,342.74,269.192,16.823,255.69,304.91,4,0.96,760,0.75,2,90.05,83.98,1.03,131
870.052,7,173,353,770.2,1698.28,167.16,0.35,25730.4,279542,3344.813,1417.76,1758.97,24,0.88,20926,0.56,2.02,86.06,79.23,1.03,146
10470.22,4,14,32,653.27,869.57,0,1,4461.15,14015.12,3503.783,543.22,641.42,7,0.95,798,0.56,2,74.63,68.25,1.01,125
328.342,5,16,37,269.41,378.19,219.77,0.6,4076.34,7927.632,1548.283,346.44,410.92,5,0.81,2851,0.47,1.77,62.3,69.68,1.05,142
1142.72,7,76,159,778.01,1018.69,123.22,0.48,14590.2,22321.42,3181.583,1156.33,1880.13,13,0.93,11828,0.51,1.98,68.49,57.06,1.02,146
250317.8481,2,4,10,64.36,678.21,0,0.25,979.49,769.292,48.083,421.21,498.04,4,0.9,2166,0.4,2,44.38,88.02,1.02,131
432.862,5,63,131,466.19,866.2,181.93,0.52,10874.6,18737.22,3889.033,634.3,910.15,14,0.9,8432,0.44,1.83,78.92,73.88,1.03,146
250317.8481,2,4,10,43.11,210.2,0,0.25,400.09,314.232,19.643,130.27,162.66,5,0.87,841,0.8,2,49.49,68.23,1.05,131
450.422,6,12,30,242.8,1035.5,171.06,0.5,4951.14,7797.672,1019.093,948.61,1144.22,7,0.84,3701,0.5,1.78,82.21,61.38,1.04,142
250317.8481,1,10,21,121.83,285.16,0,0.25,694.57,545.512,34.093,245.6,269.02,5,0.93,1389,0.54,2,73.02,87.12,1.03,131
250317.8481,2,6,14,145.35,327.12,0,0.25,702.11,551.432,34.463,248.43,303.74,6,0.95,1506,0.62,2,121.9,103.64,1.02,131
250317.8481,1,42,85,196.41,376.91,0,0.25,2002.19,1572.512,98.283,353.59,411.45,14,0.94,4245,0.61,2,91.51,96.11,1.03,131
250317.8481,1,6,13,97,153.78,0,0.25,326.7,256.592,16.043,129.55,183.47,4,0.92,726,0.5,2,97.55,87.18,1.04,131
250317.8481,1,11,23,164.29,492.95,0,0.25,1075.34,844.572,52.793,281.42,391.66,7,0.93,2373,0.63,2,96.29,80.4,1.03,131
250317.8481,1,6,13,108.58,179.27,0,0.25,474.02,372.292,23.273,104.36,144.19,6,0.95,964,0.83,2,94.51,107.59,1.03,131
250317.8481,2,1,4,187.69,165.3,0,0.25,407.77,320.262,20.023,154.62,200.01,2,0.9,525,0.5,2,94.88,141.05,1.02,131
250317.8481,2,22,46,121.5,214.67,0,0.25,815.06,640.152,40.013,164.62,193.68,10,0.93,1748,0.45,2,51.78,67.24,1.03,131
250317.8481,1,9,19,72.24,254.1,0,0.25,415.08,3262,20.383,211.5,229.2,6,0.95,901,0.53,2,67.61,87.99,1.03,131
250317.8481,2,6,14,89.04,402.71,0,0.25,753.7,591.962,373,282.39,336.27,6,0.92,543,0.67,2,48.12,99.38,1.02,131
250317.8481,2,2,6,115.04,161.75,0,0.25,467.76,367.382,22.963,159.88,180.53,3,0.93,315,0.67,2,128.91,97.91,1.02,131
250317.8481,1,5,11,16.82,176.89,0,0.25,257.12,201.942,12.623,188.48,215.38,5,0.81,356,0.8,2,45.74,89.38,1.08,131
7191.572,9,9,27,467.33,824.98,0,1,3531.57,11094.82,2773.693,618.43,645.4,4,0.95,591,0.48,2,55.5,77.29,1.01,125
250317.8481,1,54,109,165.69,237.11,0,0.25,1460.37,1146.972,71.693,223.39,319.19,25,0.94,3058,0.56,2,75.24,84.82,1.03,131
250317.8481,1,3,7,26.91,142.23,0,0.25,220.46,173.152,10.823,155.36,189.36,3,0.9,308,0.67,2,8.96,91.58,1.03,131
250317.8481,2,7,16,62.05,425.41,0,0.25,786.32,617.572,38.63,417.1,452.71,8,0.92,1004,0.88,2,57.55,89.53,1.03,131
250317.8481,1,11,23,51.15,230.37,0,0.25,405.16,318.212,19.893,242.38,289.47,11,0.93,539,0.91,2,48.11,70.94,1.03,131
250317.8481,1,3,7,125.13,386.12,0,0.25,577.86,453.852,28.373,413.09,505.91,3,0.9,417,0.67,2,36.3,66.35,1.02,131
250317.8481,1,3,7,87.72,114.61,0,0.25,219.68,172.532,10.783,126.71,147.36,3,0.93,305,0.67,2,62.38,67.63,1.02,131
250317.8481,2,6,14,109.54,593.69,0,0.25,879.57,690.812,43.183,494.18,585.62,4,0.89,1153,0.38,2,55.2,55.15,1.03,131
655.582,7,25,57,248.36,347.16,259.83,0.69,5332.75,11495.42,2463.953,395.87,542.77,8,0.79,3002,0.5,1.67,73.77,71.27,1.06,142
250317.8481,2,13,28,83.65,168.45,0,0.25,587.88,461.722,28.863,166.53,202.44,12,0.91,391,0.76,2,52.87,82.86,1.04,131
250317.8481,1,2,5,17.45,224.82,0,0.25,277.16,217.682,13.613,153.27,164.91,2,0.95,534,0.5,2,89.72,93.7,1.02,131
250317.8481,2,4,10,25.67,258.26,0,0.25,343.53,269.812,16.863,206.75,224.17,5,0.9,722,0.8,2,39.59,116.56,1.04,131
250317.8481,2,4,10,68.16,479.35,0,0.25,717.76,563.732,35.233,370.35,409.9,3,0.95,1536,0.4,2,81.66,78.49,1.02,131
250317.8481,1,6,13,208.56,318.98,0,0.25,836.02,656.62,41.043,237.6,311.46,5,0.94,1793,0.58,2,87.13,87.59,1.02,131
250317.8481,2,5,12,114.26,461.97,0,0.25,599.38,470.752,29.423,288.8,333.27,6,0.94,815,0.83,2,75.03,75.8,1.02,131
250317.8481,1,44,89,532.06,338.63,0,0.25,2320.67,1822.652,113.923,413.57,741.46,24,0.95,4931,0.68,2,82.81,88.36,1.02,131
9498.132,11,29,69,743,853.64,0,1,10046.6,31562.42,7890.593,677.02,882.65,7,0.94,1724,0.52,2,55.63,54.61,1.01,125
7742.872,5,11,27,439.94,1008.62,4.48,1,3093.41,9718.242,2429.563,597.17,676.74,6,0.96,534,0.65,2,88.63,85.99,1.01,125
250317.8481,2,12,26,117.41,179.32,0,0.25,512.61,402.612,25.163,156.21,269.92,12,0.92,349,0.83,2,44.27,99.03,1.03,131
250317.8481,1,9,19,112.23,735.09,0,0.25,1250.95,982.52,61.413,537.97,614.68,6,0.95,2545,0.55,2,99.78,107,1.02,131
250317.8481,2,6,14,138.23,277.6,0,0.25,756.54,594.192,37.143,183.44,220.91,5,0.92,518,0.57,2,69.44,86.68,1.02,131
250317.8481,2,10,22,180.84,295.32,0,0.25,841.26,660.732,41.33,236.85,265.6,7,0.92,1793,0.63,2,86.7,71.62,1.03,131
250317.8481,1,31,63,62.42,271.26,0,0.25,718.67,564.442,35.283,287.91,306.43,17,0.95,1593,0.66,2,76.02,90.82,1.03,131
250317.8481,2,6,14,235.64,372.65,0,0.25,1119.55,879.32,54.963,400.65,439.6,4,0.91,1527,0.38,2,44.76,67.54,1.03,131
250317.8481,1,43,87,367.61,970,0,0.25,3183.52,2500.332,156.273,581.24,685.52,18,0.95,6727,0.64,2,78.75,90.33,1.02,131
10755.82,7,8,23,620.31,764.64,0,1,3949.59,124082,31023,587.99,868.81,4,0.88,666,0.5,2,93.12,89.27,1.02,125
8174.582,5,2,9,566.12,1014.99,0,1,2715.11,8527.872,2131.533,630.98,677.35,2,0.91,461,0.5,2,24.76,139.19,1.01,125
250317.8481,2,8,18,65.19,360.47,0,0.25,664.12,521.62,32.63,226.94,257.92,5,0.92,1452,0.53,2,40.85,70.63,1.03,131
250317.8481,2,4,10,81.67,120.11,0,0.25,381.26,299.442,18.713,127.13,135.78,5,0.94,258,0.8,2,67.59,104.93,1.02,131
337.012,9,40,89,338.13,614.55,245.33,0.51,9061.54,14579.62,2070.943,512.3,640.21,9,0.87,6678,0.35,1.93,72.52,61.61,1.03,142
250317.8481,1,17,35,83.66,246.71,0,0.25,755.47,593.352,37.083,242.13,287.34,9,0.93,1657,0.62,2,92.66,99.3,1.04,131
4699.572,8,25,58,400.52,995.9,112.85,2.15,4961.13,36396.72,32576.23,789.89,818.07,8,0.94,341,0.43,1.19,62.67,50.54,1.02,143
250317.8481,2,9,20,244.95,455.31,0,0.25,1508.93,1185.112,74.073,377.14,615.1,6,0.92,2982,0.54,2,95.47,99.78,1.03,131
185.522,2,1,4,8.22,29.49,4.84,1.99,59.59,376.662,190.133,28.85,30.35,1,0.9,21,0,1.67,50.45,1.39,1.02,144
250317.8481,2,6,14,92.99,490.93,0,0.25,952.07,747.752,46.733,407.84,453.5,4,0.92,1957,0.38,2,51.75,62.15,1.02,131
250317.8481,1,18,37,47.6,272.59,0,0.25,630.75,495.392,30.963,274.39,290.56,13,0.95,1360,0.71,2,83.24,98.71,1.03,131
27049.82,3,12,27,695.63,955.12,18.43,1,3999.63,12565.22,3141.33,676.64,771.51,7,0.96,702,0.54,2,60.23,64.83,1.01,125
571.142,6,42,90,317.31,616.62,215.34,0.59,7914.81,148152,2531.933,574.11,727.86,9,0.87,5777,0.36,1.82,73.93,61.04,1.04,142
250317.8481,1,7,15,320.8,816.21,0,0.25,1638.32,1286.732,80.423,588.8,690.92,4,0.95,3289,0.38,2,71.42,71.77,1.02,131
316.532,5,4,13,36.51,55.54,5.27,1.98,211.48,1337.442,693.433,55.29,58.08,2,0.96,66,0.25,2.02,52.77,27.07,1.02,144
250317.8481,1,19,39,140.58,245.41,0,0.25,723.98,568.612,35.543,196.78,239.47,12,0.96,1482,0.71,2,70.56,63.68,1.03,131
250317.8481,2,4,10,54.29,313.11,0,0.25,495.72,389.342,24.333,272.79,306.09,3,0.93,915,0.4,2,135.52,99.5,1.02,131
250317.8481,2,11,24,134.36,333.38,0,0.25,806.52,633.442,39.593,261.98,292.08,8,0.93,1751,0.57,2,62.8,56.7,1.02,131
250317.8481,1,9,19,305.25,825.68,0,1,2114.39,6642.552,1660.643,521.66,1014.65,6,0.93,383,0.56,2,84.34,83.15,1.02,125
250317.8481,2,8,18,52.72,149.78,0,0.25,425.5,334.192,20.893,93.2,99.69,5,0.95,944,0.51,2,38.38,63.52,1.02,131
1105.272,7,24,55,296.35,668.37,233.85,0.49,5531.13,8623.732,1175.113,589.43,687.43,9,0.91,3609,0.37,1.83,66.47,61.48,1.03,142
250317.8481,2,4,10,68.38,254.93,0,0.25,423.8,332.852,20.83,199.25,222.89,4,0.94,870,0.47,2,83.81,86.62,1.02,131
8995.572,3,16,35,561.58,907.71,0,1,5522.35,173492,4337.243,570.41,828.44,8,0.94,1006,0.65,2,65.09,66.23,1.01,125
250317.8481,1,9,19,146.94,565.83,0,0.25,1285.17,1009.372,63.093,339.26,480.89,7,0.92,1735,0.71,2,75.96,101.96,1.03,131
250317.8481,2,7,16,28.44,292.38,0,0.25,426.56,335.022,20.943,170.93,186.34,6,0.93,578,0.68,2,68.15,91.58,1.04,131
250317.8481,1,11,23,80.07,329.92,0,0.25,867.75,681.532,42.63,353.92,411.2,7,0.94,1222,0.59,2,48.9,59.48,1.02,131
250317.8481,1,37,75,156.45,597.43,0,0.25,1549.97,1217.342,76.083,462.95,514.07,21,0.94,3314,0.72,2,93.1,93.91,1.03,131
250317.8481,1,2,5,68.79,379.38,0,0.25,502.49,394.662,24.673,234.02,256.15,2,0.92,687,0.5,2,55.32,81.45,1.02,131
250317.8481,2,16,34,506.38,1119.06,0,0.25,3206.66,2518.512,157.413,1086.42,1259.3,13,0.94,6708,0.67,2,109.78,98.46,1.02,131
250317.8481,1,11,23,89.93,316.35,0,0.25,970.06,761.882,47.623,245.18,451.75,9,0.93,2024,0.66,2,42.45,73.31,1.02,131
250317.8481,1,26,53,372.65,697.64,0,0.25,2174.8,1708.092,106.763,437.2,510.05,15,0.94,4553,0.68,2,102.88,103.63,1.03,131
394.062,6,41,88,288.47,548.48,273.17,0.67,8862.52,18796.22,3865.593,469.36,580.7,8,0.85,6311,0.42,1.83,68.04,58.16,1.04,142
282.472,5,5,15,100.78,160.56,29.69,1.66,548.1,2887.952,1251.053,137.24,149.56,2,0.93,167,0.2,1.53,107.68,78.08,1.03,144
250317.8481,2,18,38,109.47,190.89,0,0.25,693.52,544.692,34.043,174.92,275.11,13,0.93,1419,0.65,2,80.73,98.52,1.03,131
250317.8481,1,25,51,42.1,192.7,0,0.25,478.7,375.972,23.53,189,214.58,14,0.91,648,0.64,2,34.54,83.34,1.04,131
250317.8481,2,0,2,46.42,480,0,0.25,546.38,429.132,26.823,308.47,326.09,1,0.94,713,0,2,175.89,159.45,1.01,131
250317.8481,1,1,3,42.17,484.61,0,0.25,576.98,453.162,28.323,510.8,565.43,1,0.91,753,0,2,26,61.98,1.02,131
250317.8481,2,7,16,139.94,198.12,0,0.25,584.91,459.392,28.713,148.17,221.48,5,0.92,1191,0.64,2,70.05,88.67,1.03,131
250317.8481,2,7,16,91.85,192.77,0,0.25,593.57,466.192,29.143,137.16,148.3,7,0.91,392,0.69,2,52.16,103.3,1.03,131
250317.8481,1,12,25,112.35,266.09,0,0.25,840.54,660.162,41.263,194.41,221.17,8,0.95,1749,0.67,2,82.66,87.25,1.02,131
250317.8481,1,16,33,187.44,484.98,0,0.25,995.6,781.942,48.873,428.02,570.14,12,0.94,2092,0.68,2,87.3,108.18,1.02,131
386.062,8,60,128,411.25,939.05,255.81,0.61,15060.4,29202.62,4966.313,912.77,1090.22,13,0.83,10513,0.36,1.96,69.84,48.25,1.05,142
3602.362,4,10,24,710.02,948.6,0.74,1,4063.19,12764.92,3191.223,703.26,740.72,4,0.95,796,0.28,2,54.9,51.34,1.01,125
250317.8481,2,5,12,302.9,859.07,0,0.25,2430.16,1908.642,119.293,589.38,1528.47,5,0.86,4225,0.6,2,104.32,121.96,1.04,131
250317.8481,2,8,18,109.57,314.5,0,0.25,579.09,454.812,28.433,248.52,321.69,8,0.95,812,0.75,2,54.38,65.94,1.02,131
362.282,6,93,192,1858.19,1721.39,115.78,0.46,26011.7,37407.32,6947.863,1804.15,2085.88,15,0.85,21801,0.58,1.94,78.61,77.43,1.04,146
250317.8481,2,4,10,41.22,259.07,0,0.25,430.05,337.762,21.113,214.16,234.47,5,0.9,280,0.8,2,73.6,92.02,1.03,131
16927.82,8,59,126,795.59,860.48,0.61,1,13125.5,41235.12,10308.83,652.71,1473.67,10,0.96,2356,0.51,2,65.02,67.41,1.01,125
250317.8481,1,16,33,23.47,159.56,0,0.25,329.32,258.642,16.173,172.16,180.63,15,0.93,244,0.87,2,35.55,65.65,1.03,131
269.332,6,71,148,422.93,900.94,186.02,0.5,12953.8,20788.42,3682.363,595.5,877.06,13,0.91,10040,0.5,1.95,75.26,77.34,1.02,142
250317.8481,2,2,6,92.97,352,0,0.25,502.32,394.522,24.663,205.16,242.84,2,0.9,346,0,2,101.95,98.89,1.04,131
250317.8481,1,22,45,341.11,623.97,0,0.25,1414.27,1110.772,69.423,603.91,691.52,10,0.95,3046,0.56,2,74.93,83.32,1.03,131
250317.8481,2,5,12,23.13,57.2,0,0.25,136.98,107.582,6.723,42.86,53.01,6,0.94,95,0.83,2,67.37,85.62,1.03,131
250317.8481,2,3,8,25.44,234.73,0,0.25,333.45,261.892,16.373,220.57,242.59,4,0.92,468,0.75,2,74.19,86.32,1.02,131
250317.8481,1,140,281,256.46,477.05,0,0.25,4003.84,3144.612,196.543,343.9,444.3,27,0.95,8702,0.67,2,84.95,88.79,1.03,131
250317.8481,1,10,21,52.26,268.58,0,0.25,520.97,409.172,25.573,242.59,289.02,8,0.92,1138,0.63,2,70.21,93.94,1.04,131
250317.8481,1,2,5,25.04,277.16,0,0.25,343.48,269.772,16.863,293.7,316.4,2,0.96,429,0.5,2,23.36,11.5,1.02,131
250317.8481,2,3,8,125.22,331.05,0,0.25,589.57,463.052,28.943,203.56,248.07,3,0.85,779,0.33,2,83.68,118.74,1.05,131
6954.552,6,32,70,781.02,918.52,0,1,7718.15,24247.32,6061.823,602.38,784.03,8,0.96,1328,0.47,2,88.95,88.7,1.01,125
485.892,4,53,110,990.39,1087.89,223.7,0.58,12357.9,22599.32,5257.483,775.68,994.94,11,0.87,10435,0.56,2,73.87,68.41,1.04,146
250317.8481,1,1,3,103.58,446.17,0,0.25,649.56,510.162,31.893,476.25,525.21,1,0.92,1324,0,2,1.36,56.34,1.02,131
862.962,3,87,177,513,2306.22,686.91,0.34,19651.4,21209.22,2698.373,2236.97,2604.94,27,0.86,13998,0.6,1.98,81.95,83.77,1.04,142
642.12,8,43,94,329.71,552.42,193.94,0.67,7661.21,16247.62,3083.393,475.17,594.82,8,0.88,5456,0.41,1.93,70.36,51.93,1.03,142
4691.862,3,6,15,459.84,997.08,0,1,2584.85,8120.552,2030.143,716.4,773.22,2,0.93,462,0.5,2,71.56,75.5,1.01,125
250317.8481,2,9,20,57.87,146.28,0,0.25,404.34,317.572,19.853,130.07,137.86,8,0.94,274,0.64,2,81.98,93.64,1.02,131
